text,category,sub-category
Axis alert: Special credit card upgrade offer! Provide your Aadhaar and PAN to apply now.,BankingScam,Credit Card Scam
PNB call: High-limit credit card offer! Submit your personal details to secure a premium card.,BankingScam,Credit Card Scam
SBI message: Credit card application pending. Provide your Aadhaar and PAN for a high-limit card.,BankingScam,Credit Card Scam
HDFC alert: Secure a high-limit credit card by submitting your Aadhaar and PAN details.,BankingScam,Credit Card Scam
ICICI call: High-limit credit card offer available. Provide your details to complete the application.,BankingScam,Credit Card Scam
Axis notification: Exclusive credit card upgrade! Send your Aadhaar and PAN details for verification.,BankingScam,Credit Card Scam
PNB alert: Eligible for a high-limit credit card. Provide your Aadhaar and PAN information to apply.,BankingScam,Credit Card Scam
SBI alert: This is the RBI calling. Your account is flagged for suspicious activity. Provide OTP to verify.,BankingScam,RBI Impersonation Scam
HDFC call: RBI notification. Your account is under investigation. Share your bank details and OTP.,BankingScam,RBI Impersonation Scam
ICICI message: Alert from RBI. Your account is compromised. Provide your personal details immediately.,BankingScam,RBI Impersonation Scam
Axis warning: RBI alert! Your account is flagged for irregular activity. Confirm with your OTP now.,BankingScam,RBI Impersonation Scam
PNB notice: This is RBI. Your account is under review for suspicious transactions. Provide bank details.,BankingScam,RBI Impersonation Scam
SBI alert: RBI notification. Your account has been flagged. Provide OTP to secure your funds.,BankingScam,RBI Impersonation Scam
HDFC warning: This is RBI. Your account is under investigation. Send your bank details and OTP immediately.,BankingScam,RBI Impersonation Scam
ICICI call: RBI alert! Your account is compromised. Provide your OTP and bank details for verification.,BankingScam,RBI Impersonation Scam
Axis message: Alert from RBI. Your account is flagged for suspicious transactions. Confirm with OTP.,BankingScam,RBI Impersonation Scam
PNB call: This is RBI. Your account is under scrutiny. Provide your bank details and OTP to verify.,BankingScam,RBI Impersonation Scam
SBI notice: RBI alert! Your account has been flagged. Provide your OTP to secure your account.,BankingScam,RBI Impersonation Scam
HDFC alert: This is an RBI notification. Your account is under investigation. Submit your OTP now.,BankingScam,RBI Impersonation Scam
ICICI warning: RBI call! Your account is compromised. Provide bank details and OTP to verify identity.,BankingScam,RBI Impersonation Scam
Axis alert: RBI notification. Your account has suspicious activity. Provide your OTP to confirm.,BankingScam,RBI Impersonation Scam
PNB message: This is RBI. Your account is flagged for irregular activity. Provide OTP for verification.,BankingScam,RBI Impersonation Scam
SBI call: RBI alert! Your account is under review. Provide your OTP and bank details immediately.,BankingScam,RBI Impersonation Scam
HDFC notice: This is RBI calling. Your account is flagged. Confirm with your OTP and bank details.,BankingScam,RBI Impersonation Scam
ICICI alert: RBI notification. Suspicious activity detected. Provide your OTP and bank details now.,BankingScam,RBI Impersonation Scam
Axis warning: RBI call! Your account is compromised. Submit your OTP to secure your account.,BankingScam,RBI Impersonation Scam
PNB alert: This is RBI. Your account is flagged for suspicious activity. Provide your bank details and OTP.,BankingScam,RBI Impersonation Scam
SBI message: RBI alert! Your account is under investigation. Confirm with your OTP immediately.,BankingScam,RBI Impersonation Scam
HDFC call: This is an RBI notification. Your account is flagged. Provide your OTP and bank details now.,BankingScam,RBI Impersonation Scam
ICICI notice: RBI alert! Suspicious activity on your account. Provide OTP and verify immediately.,BankingScam,RBI Impersonation Scam
Axis alert: This is RBI calling. Your account is under review. Provide your bank details and OTP.,BankingScam,RBI Impersonation Scam
PNB call: RBI notification. Your account is flagged for suspicious transactions. Provide OTP to verify.,BankingScam,RBI Impersonation Scam
"SBI automated message: Your current account balance is ₹12,345.",legitimate,legitimate
"HDFC automated alert: Your account balance is ₹8,900.",legitimate,legitimate
"ICICI automated notice: Balance inquiry - your balance is ₹15,200.",legitimate,legitimate
"Axis Bank automated message: Your available balance is ₹7,650.",legitimate,legitimate
"PNB automated alert: Current balance: ₹10,500.",legitimate,legitimate
"SBI automated notification: Your balance is ₹9,780.",legitimate,legitimate
"HDFC automated message: Account balance stands at ₹14,000.",legitimate,legitimate
"ICICI alert: Your balance is ₹11,230 as per our records.",legitimate,legitimate
"Axis Bank automated alert: Your account balance is ₹6,450.",legitimate,legitimate
"PNB notification: Your current balance is ₹8,250.",legitimate,legitimate
"SBI automated update: Your account balance is ₹12,000.",legitimate,legitimate
"HDFC alert: Balance inquiry shows ₹10,750 in your account.",legitimate,legitimate
"ICICI automated message: Your current balance is ₹9,500.",legitimate,legitimate
"Axis automated alert: Available balance is ₹7,890.",legitimate,legitimate
"PNB automated notification: Your account balance is ₹13,200.",legitimate,legitimate
"SBI automated message: Your current balance is ₹11,450.",legitimate,legitimate
"HDFC automated alert: Your account balance stands at ₹8,300.",legitimate,legitimate
"ICICI automated update: Balance inquiry shows ₹10,950.",legitimate,legitimate
"Axis Bank notification: Your balance is ₹7,120.",legitimate,legitimate
"PNB automated message: Your current balance is ₹9,680.",legitimate,legitimate
"SBI automated alert: Balance inquiry - ₹12,750 in your account.",legitimate,legitimate
"HDFC automated notification: Your account balance is ₹8,820.",legitimate,legitimate
"ICICI message: Automated update - your balance is ₹10,000.",legitimate,legitimate
"Axis automated alert: Your account shows a balance of ₹7,550.",legitimate,legitimate
"PNB notification: Current balance is ₹9,400.",legitimate,legitimate
"SBI automated update: Your balance is ₹11,900.",legitimate,legitimate
"HDFC alert: Account balance of ₹8,600 detected.",legitimate,legitimate
"ICICI automated message: Your available balance is ₹10,350.",legitimate,legitimate
"Axis notification: Automated balance inquiry reveals ₹7,300.",legitimate,legitimate
"PNB alert: Your current balance is ₹9,050.",legitimate,legitimate
SBI: Thank you for calling. Please provide your customer ID for account verification.,legitimate,legitimate
HDFC: Your account verification call is confirmed. Kindly share your customer ID.,legitimate,legitimate
"ICICI: To verify your account, please confirm your registered mobile number.",legitimate,legitimate
"Axis Bank: For account verification, please enter your customer ID on our secure line.",legitimate,legitimate
PNB: Thank you for contacting us. Your account verification is in process.,legitimate,legitimate
SBI: Account verification successful. Please continue with your query.,legitimate,legitimate
HDFC: Your identity has been verified. Thank you for confirming your details.,legitimate,legitimate
ICICI: We have verified your account. Please proceed with your transaction.,legitimate,legitimate
Axis Bank: Your account verification is complete. How may we assist you further?,legitimate,legitimate
PNB: Verification successful. Your account is now active.,legitimate,legitimate
SBI: Your account has been verified. Thank you for your cooperation.,legitimate,legitimate
HDFC: Account verification complete. Please let us know your requirements.,legitimate,legitimate
ICICI: Verified. Your account details match our records.,legitimate,legitimate
Axis Bank: Your account verification is successful. How can we help you today?,legitimate,legitimate
PNB: Verification complete. Your account is secure.,legitimate,legitimate
SBI: Thank you for verifying your account with us.,legitimate,legitimate
HDFC: Your identity has been confirmed. Account verification successful.,legitimate,legitimate
ICICI: Thank you for confirming your details. Your account is verified.,legitimate,legitimate
Axis Bank: Verification complete. Your account details have been confirmed.,legitimate,legitimate
PNB: Your account has been successfully verified. Thank you.,legitimate,legitimate
SBI: Account verification successful. Please proceed with your request.,legitimate,legitimate
HDFC: Your identity has been verified. How can we help you today?,legitimate,legitimate
ICICI: Verification complete. Your account is secure.,legitimate,legitimate
Axis Bank: Thank you for verifying your account with us.,legitimate,legitimate
PNB: Your account verification is complete. How may we assist you?,legitimate,legitimate
"SBI: We are calling to confirm your recent transaction of ₹1,000.",legitimate,legitimate
"HDFC: Your payment of ₹2,500 has been confirmed. Thank you for banking with us.",legitimate,legitimate
ICICI: Transaction confirmation: ₹750 payment to a local store has been verified.,legitimate,legitimate
"Axis Bank: We confirm your recent payment of ₹1,200. Thank you.",legitimate,legitimate
"PNB: Your transaction of ₹3,000 has been successfully confirmed.",legitimate,legitimate
SBI: Confirmation received for your payment of ₹500.,legitimate,legitimate
"HDFC: Your transaction of ₹2,000 has been verified. Thank you.",legitimate,legitimate
"ICICI: We confirm the payment of ₹1,500 from your account.",legitimate,legitimate
Axis Bank: Transaction confirmed: ₹900 payment has been processed.,legitimate,legitimate
"PNB: Your recent transaction of ₹1,800 has been verified.",legitimate,legitimate
"SBI: Confirmation: ₹2,250 payment successfully processed.",legitimate,legitimate
"HDFC: Your transaction of ₹1,200 has been confirmed.",legitimate,legitimate
"ICICI: Payment confirmation: ₹1,000 has been successfully debited.",legitimate,legitimate
"Axis Bank: We confirm your recent transaction of ₹2,800.",legitimate,legitimate
PNB: Your payment of ₹750 has been verified.,legitimate,legitimate
"SBI: Transaction confirmed for your payment of ₹1,600.",legitimate,legitimate
"HDFC: Confirmation received for your payment of ₹2,100.",legitimate,legitimate
ICICI: Your transaction of ₹950 has been confirmed.,legitimate,legitimate
"Axis Bank: Payment confirmation: ₹1,400 processed successfully.",legitimate,legitimate
"PNB: We confirm your recent transaction of ₹2,500.",legitimate,legitimate
"SBI: Your payment of ₹1,100 has been confirmed.",legitimate,legitimate
"HDFC: Transaction confirmation: ₹1,900 successfully processed.",legitimate,legitimate
"ICICI: Your recent payment of ₹1,350 has been confirmed.",legitimate,legitimate
"Axis Bank: Confirmation: ₹2,000 payment processed successfully.",legitimate,legitimate
"PNB: Your transaction of ₹1,750 has been confirmed.",legitimate,legitimate
"SBI: Payment confirmation: ₹1,300 successfully processed.",legitimate,legitimate
"HDFC: Your payment of ₹2,600 has been confirmed.",legitimate,legitimate
"ICICI: Transaction confirmed: ₹1,050 payment verified.",legitimate,legitimate
"Axis Bank: We confirm your transaction of ₹1,800.",legitimate,legitimate
"PNB: Your payment of ₹1,900 has been confirmed.",legitimate,legitimate
SBI: Thank you for calling. How may we assist you today?,legitimate,legitimate
HDFC: Welcome to customer service. How can we help you?,legitimate,legitimate
ICICI: Thank you for contacting us. Please let us know your query.,legitimate,legitimate
Axis Bank: Customer service on standby. How may we assist you?,legitimate,legitimate
PNB: Welcome to our customer service. How can we help you today?,legitimate,legitimate
SBI: Thank you for reaching out. Please state your inquiry.,legitimate,legitimate
HDFC: Our customer service is here to help. What do you need?,legitimate,legitimate
ICICI: How can we assist you today? Please provide your query.,legitimate,legitimate
Axis Bank: Thank you for calling. How may we help you with your banking needs?,legitimate,legitimate
PNB: Our customer service team is ready to assist. Please let us know your query.,legitimate,legitimate
SBI: Thank you for contacting customer support. How can we help you?,legitimate,legitimate
HDFC: Welcome to our customer service hotline. What can we do for you today?,legitimate,legitimate
ICICI: Your inquiry is important. How may we assist you?,legitimate,legitimate
Axis Bank: Thank you for calling. Please describe your issue.,legitimate,legitimate
PNB: Our customer support is at your service. How can we help you?,legitimate,legitimate
SBI: We are here to help. What can we assist you with today?,legitimate,legitimate
HDFC: Thank you for calling customer support. Please share your query.,legitimate,legitimate
ICICI: Our support team is ready. How may we help you?,legitimate,legitimate
Axis Bank: Thank you for contacting customer service. How can we assist?,legitimate,legitimate
PNB: We appreciate your call. Please let us know your query.,legitimate,legitimate
SBI: Your inquiry is important to us. How may we assist you today?,legitimate,legitimate
HDFC: Customer service is here to help. Please provide your query.,legitimate,legitimate
ICICI: Thank you for reaching out. How can we help you with your banking needs?,legitimate,legitimate
Axis Bank: Our support team is available. Please state your query.,legitimate,legitimate
PNB: Thank you for contacting us. How may we assist you today?,legitimate,legitimate
SBI: Your account details have been updated successfully. Thank you for banking with us.,legitimate,legitimate
HDFC: Your account statement is now available on our online portal.,legitimate,legitimate
ICICI: Your recent deposit has been credited. Check your account for details.,legitimate,legitimate
Axis Bank: Your scheduled maintenance is complete. Thank you for your patience.,legitimate,legitimate
PNB: Your account information has been updated as per your request.,legitimate,legitimate
SBI: We have updated your account with your latest transaction details.,legitimate,legitimate
HDFC: Your account statement is ready for review on our website.,legitimate,legitimate
ICICI: Your recent transaction details have been updated successfully.,legitimate,legitimate
Axis Bank: Your account has been updated with the latest activity.,legitimate,legitimate
PNB: Thank you for banking with us. Your account details have been refreshed.,legitimate,legitimate
SBI: Your online banking information has been updated successfully.,legitimate,legitimate
HDFC: Your account information is current. Check your latest statement online.,legitimate,legitimate
ICICI: Your account update is complete. Thank you for using our services.,legitimate,legitimate
Axis Bank: Your recent activity has been recorded. Your account details are updated.,legitimate,legitimate
PNB: Your account information has been successfully updated. Thank you.,legitimate,legitimate
SBI: Your account statement is now accessible online.,legitimate,legitimate
HDFC: Your account details have been refreshed. Please check your online statement.,legitimate,legitimate
ICICI: Your account update is complete. Review your latest transactions online.,legitimate,legitimate
Axis Bank: Your recent account activity has been updated. Thank you for your patience.,legitimate,legitimate
PNB: Your account information is updated as per your request.,legitimate,legitimate
SBI: Your online account details have been refreshed successfully.,legitimate,legitimate
HDFC: Your account statement is now available. Please check our portal.,legitimate,legitimate
ICICI: Your recent account update is complete. Thank you for banking with us.,legitimate,legitimate
Axis Bank: Your account details have been updated. Check your statement online.,legitimate,legitimate
PNB: Your account has been refreshed with the latest transaction details.,legitimate,legitimate
Urgent: Your account has been temporarily locked due to multiple failed login attempts. Please call our helpline immediately.,BankingScam,Account Locked
Alert: Multiple failed login attempts detected. Your account is locked. Confirm your identity by texting your OTP to 12345.,BankingScam,Account Locked
Warning: Your account is locked due to suspicious activity from an unknown device. Provide your secure PIN now.,BankingScam,Account Locked
Critical: Account temporarily locked. Immediate action required. Call our secure number and verify your identity with your OTP.,BankingScam,Account Locked
Notice: Your account appears locked due to multiple login attempts. Reply with your account number to unlock.,BankingScam,Account Locked
Alert: Your account is locked pending verification. Send your PIN and account details to our secure helpline.,BankingScam,Account Locked
Urgent: Your account has been locked. Verify your identity by calling our customer support with your secret PIN.,BankingScam,Account Locked
Warning: Unusual login detected. Your account is locked. Provide your OTP for immediate verification.,BankingScam,Account Locked
"Notice: Due to security protocols, your account is temporarily locked. Confirm by replying with your customer credentials.",BankingScam,Account Locked
Alert: Your account has been locked due to suspicious access. Please verify via SMS by sending your OTP.,BankingScam,Account Locked
"Important: Please re-verify your banking details. Reply with your username, password, and PIN to secure your account.",BankingScam,Phishing Scam
Alert: Your account requires immediate re-verification. Send your login credentials and security answers to our support team.,BankingScam,Phishing Scam
"Urgent: Update your account information by replying with your full credentials, including password and secret answers.",BankingScam,Phishing Scam
"Warning: Suspicious activity detected. To secure your account, reply with your complete login details immediately.",BankingScam,Phishing Scam
"Notice: Account verification needed. Please send your username, password, and OTP to confirm your identity.",BankingScam,Phishing Scam
Important: Your account is at risk. Provide your banking login details and security PIN to secure your funds.,BankingScam,Phishing Scam
Critical: Verify your account by sending your complete login credentials. Immediate action is required.,BankingScam,Phishing Scam
"Alert: Your secure login needs re-validation. Reply with your account credentials, including password and PIN.",BankingScam,Phishing Scam
Urgent: Confirm your account details. Send your login information and OTP immediately to avoid suspension.,BankingScam,Phishing Scam
"Notice: For security purposes, reply with your full login details to verify your account now.",BankingScam,Phishing Scam
"Important: Due to new regulatory requirements, update your account details by sending your personal and banking info immediately.",BankingScam,Regulatory Scam
"Alert: Regulatory update required. Provide your Aadhaar, PAN, and bank account number for immediate verification.",BankingScam,Regulatory Scam
Notice: Your account must comply with new regulations. Send your KYC details now to avoid suspension.,BankingScam,Regulatory Scam
Critical: Regulatory compliance alert. Update your profile with your full personal details to secure your account.,BankingScam,Regulatory Scam
Urgent: New government regulations require immediate update of your KYC. Send your Aadhaar and PAN details today.,BankingScam,Regulatory Scam
"Alert: In order to comply with recent banking regulations, please update your account information by providing your identification details.",BankingScam,Regulatory Scam
"Important: Regulatory check pending. Provide your full KYC details, including address and ID proof, to avoid account restrictions.",BankingScam,Regulatory Scam
Notice: Your account is subject to new regulatory standards. Submit your identification documents immediately.,BankingScam,Regulatory Scam
Critical: Update required for regulatory compliance. Send your complete KYC details without delay.,BankingScam,Regulatory Scam
"Alert: New regulations mandate immediate verification of your identity. Provide your Aadhaar, PAN, and bank details now.",BankingScam,Regulatory Scam
Notice: Unsolicited verification required. Reply with your account number and registered mobile number to confirm your identity.,BankingScam,Unsolicited Verification Scam
"Alert: For security reasons, we need to verify your account. Please send your customer ID and registered email.",BankingScam,Unsolicited Verification Scam
Important: Your account verification is pending. Reply with your account details and security code now.,BankingScam,Unsolicited Verification Scam
Urgent: Confirm your identity by replying with your account number and secret PIN immediately.,BankingScam,Unsolicited Verification Scam
Notice: Unsolicited verification alert. Provide your customer ID and OTP to verify your account.,BankingScam,Unsolicited Verification Scam
"Alert: For immediate account verification, reply with your account number and full name.",BankingScam,Unsolicited Verification Scam
Important: Your account requires verification. Send your customer ID and contact details to confirm.,BankingScam,Unsolicited Verification Scam
Notice: Verify your identity now by replying with your account number and registered phone number.,BankingScam,Unsolicited Verification Scam
Alert: Unsolicited verification call. Confirm your account details by sending your customer ID and OTP.,BankingScam,Unsolicited Verification Scam
Urgent: Your account must be verified. Reply with your full account details and registered email.,BankingScam,Unsolicited Verification Scam
"Alert: This is a secure bank message. For immediate security, call our hotline and provide your OTP and account password.",BankingScam,Hybrid Scam
Important: Your account is flagged for suspicious activity. Call the provided number and verify your identity with both your OTP and login credentials.,BankingScam,Hybrid Scam
"Notice: Security update required. Contact our support center immediately and confirm your details, including OTP and password.",BankingScam,Hybrid Scam
"Urgent: To secure your account, call our customer service with your OTP and full login credentials.",BankingScam,Hybrid Scam
Critical: Your account may be at risk. Call our secure line and provide both your OTP and account details for verification.,BankingScam,Hybrid Scam
Alert: Immediate action needed. Verify your identity by calling us with your OTP and confidential login info.,BankingScam,Hybrid Scam
Notice: Security breach detected. Contact our verified hotline with your OTP and complete credentials.,BankingScam,Hybrid Scam
Important: Your account requires urgent verification. Call our number with your OTP and account password now.,BankingScam,Hybrid Scam
"Urgent: To prevent unauthorized access, call our security desk with both your OTP and full login details.",BankingScam,Hybrid Scam
Alert: Verify your account now by calling our hotline and providing your OTP along with your confidential details.,BankingScam,Hybrid Scam
"Warning: Suspicious activity detected. Reply with your account number, IFSC code, and branch details for verification.",BankingScam,Information Phishing
Alert: Confirm your identity by sending your full bank account information including account number and branch code.,BankingScam,Information Phishing
"Important: Provide your complete account details, including account number and branch information, to secure your funds.",BankingScam,Information Phishing
"Notice: Your account needs verification. Reply with your bank account number, branch details, and registered email.",BankingScam,Information Phishing
"Warning: To verify your identity, send your account number, IFSC code, and branch address immediately.",BankingScam,Information Phishing
Alert: Confirm your bank account details by replying with your account number and branch information.,BankingScam,Information Phishing
"Important: For verification, please send your complete account details including branch code and IFSC.",BankingScam,Information Phishing
"Notice: Your account verification requires your bank details. Reply with account number, branch code, and contact info.",BankingScam,Information Phishing
"Alert: Provide your bank account details, including IFSC and branch address, for immediate verification.",BankingScam,Information Phishing
"Warning: To secure your account, reply with your full bank details, including account number and branch info.",BankingScam,Information Phishing
Alert: Your account has been blocked due to unusual activity. Confirm by sending your OTP immediately.,BankingScam,Account Blocked
Important: We have detected irregular transactions. Your account is blocked. Provide your OTP to restore access.,BankingScam,Account Blocked
Notice: Your account is blocked pending verification. Reply with your OTP and customer ID to unblock.,BankingScam,Account Blocked
Warning: Account blocked due to multiple security alerts. Confirm your identity by sending your OTP now.,BankingScam,Account Blocked
"Urgent: Your account is currently blocked. To reactivate, reply with your OTP immediately.",BankingScam,Account Blocked
Alert: Suspicious transactions led to account block. Provide your OTP to verify your identity.,BankingScam,Account Blocked
Notice: Your account has been blocked for security reasons. Confirm with your OTP to regain access.,BankingScam,Account Blocked
"Warning: Due to suspicious activity, your account is blocked. Reply with your OTP for immediate unblocking.",BankingScam,Account Blocked
Critical: Account block in effect. Provide your OTP to confirm your identity and unlock your account.,BankingScam,Account Blocked
Alert: Your account is blocked. Send your OTP promptly to restore your banking services.,BankingScam,Account Blocked
Urgent: Your KYC is outdated. Reply with your Aadhaar and PAN details to update your records.,BankingScam,KYC Scam
Alert: KYC update required immediately. Provide your Aadhaar number and address details via reply.,BankingScam,KYC Scam
Notice: Your KYC details are incomplete. Send your Aadhaar and PAN information to avoid account suspension.,BankingScam,KYC Scam
"Important: KYC verification pending. Reply with your Aadhaar, PAN, and bank account number now.",BankingScam,KYC Scam
Warning: Your KYC status is incomplete. Provide your Aadhaar and full address for immediate update.,BankingScam,KYC Scam
Alert: Incomplete KYC detected. Update your details by sending your Aadhaar and identification number.,BankingScam,KYC Scam
Notice: Your account requires KYC update. Provide your Aadhaar and PAN details as soon as possible.,BankingScam,KYC Scam
Important: KYC verification needed. Reply with your Aadhaar number and address to update your profile.,BankingScam,KYC Scam
"Alert: Your KYC is pending update. Provide your Aadhaar, PAN, and contact information to secure your account.",BankingScam,KYC Scam
Urgent: Complete your KYC process now. Send your Aadhaar and other required details immediately.,BankingScam,KYC Scam
Warning: A suspicious transaction was detected on your account. Transfer funds to our verified safe account immediately.,BankingScam,Fraudulent Transaction
Alert: Unapproved transaction detected. Immediately transfer the disputed amount to our secure account.,BankingScam,Fraudulent Transaction
"Notice: Fraudulent activity noticed. To secure your funds, move the transaction amount to a safe holding account.",BankingScam,Fraudulent Transaction
Important: Your account shows an unauthorized transaction. Transfer the funds to our safe account to protect your assets.,BankingScam,Fraudulent Transaction
Alert: Suspicious transaction identified. Immediately transfer the disputed funds to our designated safe account.,BankingScam,Fraudulent Transaction
Notice: Fraud alert! An unrecognized transaction occurred. Transfer funds to a secure account to avoid further loss.,BankingScam,Fraudulent Transaction
Urgent: Unapproved funds movement detected. Transfer the amount to our secure account immediately to reverse the transaction.,BankingScam,Fraudulent Transaction
Warning: Your account was accessed for an unauthorized transaction. Move funds to our safe account for verification.,BankingScam,Fraudulent Transaction
Alert: Fraudulent transaction detected. Transfer the suspicious amount to our verified safe account without delay.,BankingScam,Fraudulent Transaction
"Notice: Unusual transaction detected. For security, transfer funds to our designated safe account immediately.",BankingScam,Fraudulent Transaction
Congratulations: You are pre-approved for a loan. Just send a processing fee to claim your funds.,BankingScam,Loan Offer Scam
Alert: Special loan offer available. Provide your bank details and processing fee to secure the funds.,BankingScam,Loan Offer Scam
Important: Loan pre-approval! Reply with your bank account details and pay the processing fee to claim your loan.,BankingScam,Loan Offer Scam
Notice: Secure your pre-approved loan by sending a small fee. Provide your bank details for disbursement.,BankingScam,Loan Offer Scam
Alert: Exclusive loan offer! Confirm your eligibility by paying a processing fee and sharing your bank details.,BankingScam,Loan Offer Scam
"Congratulations: You qualify for a special loan. To proceed, pay the processing fee and provide your account details.",BankingScam,Loan Offer Scam
Urgent: Loan offer available! Send your processing fee and bank information to unlock your funds.,BankingScam,Loan Offer Scam
Notice: Pre-approved loan alert. Provide your bank details and fee to claim your special loan offer.,BankingScam,Loan Offer Scam
Alert: Special loan offer! Confirm your eligibility by sending a small processing fee and bank account details.,BankingScam,Loan Offer Scam
"Important: Pre-approved loan available. To receive funds, pay the processing fee and share your bank details now.",BankingScam,Loan Offer Scam
Alert: Exclusive credit card offer available. Send your Aadhaar and PAN details to apply for a high-limit card.,BankingScam,Credit Card Scam
Important: Pre-approved credit card offer! Reply with your personal details to secure a high credit limit.,BankingScam,Credit Card Scam
Notice: You are eligible for a premium credit card. Provide your Aadhaar and PAN details for verification.,BankingScam,Credit Card Scam
Alert: High-limit credit card offer! Confirm your eligibility by sending your identification details immediately.,BankingScam,Credit Card Scam
Warning: Secure a premium credit card by providing your Aadhaar and PAN. Limited time offer.,BankingScam,Credit Card Scam
Important: Credit card upgrade available! Reply with your personal details to receive a high-limit card.,BankingScam,Credit Card Scam
Notice: Exclusive offer for a credit card with enhanced benefits. Provide your Aadhaar and PAN for application.,BankingScam,Credit Card Scam
Alert: You qualify for a high-limit credit card. Confirm by sending your personal and identification details.,BankingScam,Credit Card Scam
Important: Secure a premium credit card now. Reply with your Aadhaar and PAN to apply immediately.,BankingScam,Credit Card Scam
Notice: High-limit credit card offer available. Provide your personal details and secure your application now.,BankingScam,Credit Card Scam
Alert: This is RBI. Your account is under investigation for suspicious activity. Provide your OTP immediately.,BankingScam,RBI Impersonation Scam
Important: RBI alert! Your account has been flagged. Confirm with your bank details and OTP.,BankingScam,RBI Impersonation Scam
Notice: This is a security call from RBI. Your account is compromised. Provide your OTP and customer ID.,BankingScam,RBI Impersonation Scam
Urgent: RBI notification. Your account is under review. Reply with your OTP and account details immediately.,BankingScam,RBI Impersonation Scam
Alert: RBI security alert! Your account is flagged for suspicious transactions. Provide your OTP to secure it.,BankingScam,RBI Impersonation Scam
Important: This is an RBI call. Your account is under scrutiny. Send your OTP and bank details immediately.,BankingScam,RBI Impersonation Scam
Notice: RBI verification needed. Your account is flagged. Provide your OTP and registered mobile number for confirmation.,BankingScam,RBI Impersonation Scam
Alert: RBI notification. Your account is being monitored. Confirm with your OTP and customer ID without delay.,BankingScam,RBI Impersonation Scam
Urgent: This is RBI. Your account is under investigation. Provide your OTP and account number to secure it.,BankingScam,RBI Impersonation Scam
Notice: RBI alert! Your account is flagged. Send your OTP and verify your identity immediately.,BankingScam,RBI Impersonation Scam
Urgent: Suspicious login detected on your account. Click the link provided to verify your identity immediately.,BankingScam,Miscellaneous Scam
Alert: Your bank account security is at risk. Download our 'secure app' and enter your credentials for verification.,BankingScam,Miscellaneous Scam
Important: Verify your account now. Visit our temporary website and input your login details to confirm your identity.,BankingScam,Miscellaneous Scam
Notice: Your account security is compromised. Text your full account credentials to our short-code number for immediate action.,BankingScam,Miscellaneous Scam
Warning: Unusual activity detected. Update your account immediately by calling the number on your screen and providing your password.,BankingScam,Miscellaneous Scam
Alert: Your bank account is at risk. Reply to this message with your complete account login information to secure your funds.,BankingScam,Miscellaneous Scam
"Important: For your security, confirm your identity by following the link provided and entering your confidential details.",BankingScam,Miscellaneous Scam
Notice: Your account has been flagged for suspicious behavior. Verify immediately by calling our dedicated number and providing sensitive details.,BankingScam,Miscellaneous Scam
Urgent: Your bank account may be under cyber attack. Click the provided link and enter your login information for verification.,BankingScam,Miscellaneous Scam
Alert: Confirm your identity now. Reply with your full banking credentials to secure your account before it is locked.,BankingScam,Miscellaneous Scam
Important: Your account security update is pending. Call our helpline and provide your login details for immediate verification.,BankingScam,Miscellaneous Scam
Notice: This is an urgent security message. Reply with your account details and password to confirm your identity.,BankingScam,Miscellaneous Scam
Warning: A security breach is suspected. Update your account by sending your complete login credentials to our secure server.,BankingScam,Miscellaneous Scam
Alert: Your online banking session has been compromised. Reply with your credentials to regain control of your account.,BankingScam,Miscellaneous Scam
Important: Immediate action required. Text your account number and password to our customer service for urgent verification.,BankingScam,Miscellaneous Scam
"Notice: For security purposes, reply with your login details and security question answers to verify your account.",BankingScam,Miscellaneous Scam
Urgent: Account alert! Provide your full online banking credentials immediately to avoid suspension.,BankingScam,Miscellaneous Scam
Alert: Your account has suspicious activity. Verify by replying with your customer ID and account password.,BankingScam,Miscellaneous Scam
Important: A security check is needed. Send your login information and secret answer to confirm your identity.,BankingScam,Miscellaneous Scam
Notice: Unverified login detected. Confirm your identity by texting your username and password to our service number.,BankingScam,Miscellaneous Scam
"Warning: Your account is at risk. Reply with your complete login details, including password and security code, for verification.",BankingScam,Miscellaneous Scam
Alert: Confirm your banking details now. Provide your login credentials to our secure hotline immediately.,BankingScam,Miscellaneous Scam
Important: Your account is experiencing irregular access. Send your full login details for a security review.,BankingScam,Miscellaneous Scam
Notice: Security alert. Reply with your online banking credentials to secure your account from potential fraud.,BankingScam,Miscellaneous Scam
Urgent: Your account requires immediate attention. Provide your complete login information to verify your identity.,BankingScam,Miscellaneous Scam
"Alert: For immediate account protection, reply with your user ID and password to verify your account activity.",BankingScam,Miscellaneous Scam
Important: Confirm your identity now. Send your complete banking login details to our secure service number.,BankingScam,Miscellaneous Scam
Notice: Account security check. Provide your full login credentials immediately to avoid unauthorized access.,BankingScam,Miscellaneous Scam
Warning: Your account is at risk of unauthorized access. Reply with your full banking credentials for immediate security verification.,BankingScam,Miscellaneous Scam
Alert: Unusual account activity detected. Confirm your identity by sending your complete login details to our secure line.,BankingScam,Miscellaneous Scam
"SBI: Your account balance is ₹12,345. Thank you for using our digital banking services.",legitimate,legitimate
"HDFC: Your account balance as of today is ₹8,900. No action is required.",legitimate,legitimate
ICICI: Your transaction of ₹500 at the local store has been successfully processed.,legitimate,legitimate
Axis Bank: Thank you for contacting customer service. Your account has been verified.,legitimate,legitimate
